Category,Key,English,Korean,Notes
,m53,Adjacent helmets get /x block,사방으로 인접한 투구가 /x 의 방어를 얻습니다,
,m54,Adjacent footwear gets /x block,사방으로 인접한 신발이 /x 의 방어를 얻습니다,
,m55,This item is used,이 아이템이 사용됩니다,
,m56,Arrows to the [right] get  /x % bonus damage,[오른쪽]에 있는 화살이 /x %의 추가 피해를 입힙니다,
,m57,Arrows to the [left] get  /x % bonus damage,[왼쪽]에 있는 화살이 /x %의 추가 피해를 입힙니다,
,m58,Arrows [below] get  /x % bonus damage,[아래쪽]에 있는 화살이 /x %의 추가 피해를 입힙니다,
,m59,Arrows [above] get  /x % bonus damage,[위쪽]에 있는 화살이 /x %의 추가 피해를 입힙니다,
,m60,Connected weapons get /x damage,연결된 모든 무기가 /x 의 추가 피해를 입힙니다,
,m61,Adjacent and diagonal shields get /x block,팔방으로 인접한 방패가 /x 의 방어를 얻습니다,
,m61b,Adjacent and diagonal shields get /x block this combat,이번 전투에서 팔방으로 인접한 방패가 /x 의 방어를 얻습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m62,The first arrow in each [row to the right] gets /x damage,각 [오른쪽 행]의 첫 화살이 /x 의 추가 피해를 입힙니다,
,m63,The first arrow in each [row to the left] gets /x damage,각 [왼쪽 행]의 첫 화살이 /x 의 추가 피해를 입힙니다,
,m64,The first arrow in each [column below] gets /x damage,각 [아래쪽 열]의 첫 화살이 /x 의 추가 피해를 입힙니다,
,m65,The first arrow in each [column above] gets /x damage,각 [위쪽 열]의 첫 화살이 /x 의 추가 피해를 입힙니다,
,m66,Armor to the left gets /x block,왼쪽에 있는 보호구가 /x 의 방어를 얻습니다,
,m67,Weapons in this column get /x damage,이 열에 있는 무기들이 /x 의 추가 피해를 입힙니다,
,m68,Adjacent and diagonal weapons get /x poison to self,팔방으로 인접한 무기가 자신에게 /x 의 독을 입힙니다,
,m69,Weapons in this row or column get /x damage,이 열과 행에 있는 무기들이 /x 의 추가 피해를 입힙니다,
,m69c,Weapons in this row or column get /x damage this combat,이번 전투에 이 열과 행에 있는 무기들이 /x 의 추가 피해를 입힙니다,
,m70,Adjacent and diagonal weapons get /x damage this combat,이번 전투에 팔방으로 인접한 무기들이 /x 의 추가 피해를 입힙니다,
,m71, /x spikes to self this turn,이번 차례에 자신에게 가시를 /x 입힘, WARNING: ENGLISH TEXT CHANGED #####################################################
,m72,All shields get /x spikes to self,모든 방패가 자신에게 /x 의 가시를 입힙니다,
,m73,All diagonal cleavers are used,대각선으로 인접한 모든 중식도가 사용됩니다,
,m74,Adjacent and diagonal cleavers get /x damage,팔방으로 인접한 중식도가 /x 의 추가 피해를 입힙니다,
,m75,The cleaver [above] gets used,[위쪽]에 있는 중식도가 사용됩니다,
,m76,The cleaver [to the right] gets used,[오른쪽]에 있는 중식도가 사용됩니다,
,m77,The cleaver [below] gets used,[아래쪽]에 있는 중식도가 사용됩니다,
,m78,The cleaver [to the left] gets used,[왼쪽]에 있는 중식도가 사용됩니다,
,m79,Adjacent shields get used,사방으로 인접한 방패들이 사용됩니다,
,m80,Adjacent weapons get /x healing,사방으로 인접한 무기가 /x 만큼 회복하는 효과를 얻습니다,
,m81,Weapons in this column get  /x % bonus damage,이 열에 있는 무기들이 /x %의 추가 피해를 입힙니다,
,m82,Weapons in this row get /x weak this combat,이 행에 있는 무기들이 약화 /x 의 효과를 얻습니다,
,m83,Selected weapon permanently gets  /x % bonus damage,사방으로 인접한 무기를 하나 선택해 영구적으로 /x % 추가 피해를 더할 수 있습니다, WARNING: ENGLISH TEXT CHANGED #####################################################
,m84,Adjacent and diagonal weapons get /x damage,팔방으로 인접한 무기들이 /x 의 추가 피해를 입힙니다,
,m85c,Adjacent weapons get  /x % bonus damage this combat,사방으로 인접한 무기가 이번 전투에서 /x %의 추가 피해를 입힙니다,
,m85,Adjacent weapons get  /x % bonus damage,사방으로 인접한 무기가 /x %의 추가 피해를 입힙니다,
,m86,Adjacent weapon [below] gets /x damage,[아래쪽]으로 인접한 무기가 /x 의 추가 피해를 입힙니다,
,m87,Adjacent weapon [to the left] gets /x damage,[왼쪽]으로 인접한 무기가 /x 의 추가 피해를 입힙니다,
,m88,Adjacent weapon [above] gets /x damage,[위쪽]으로 인접한 무기가 /x 의 추가 피해를 입힙니다,
,m89,Adjacent weapon [to the right] gets /x damage,[오른쪽]으로 인접한 무기가 /x 의 추가 피해를 입힙니다,
,m90,Weapons in this row get /x poison this combat,이 행에 있는 무기들이 이번 전투에서 /x 의 독을 입힙니다,
,m91,Adjacent and diagonal consumables are destroyed,팔방으로 인접한 소모품들이 파괴됩니다,
,m92,Adjacent weapons get /x poison,사방으로 인접한 무기들이 /x 의 독을 얻습니다,
,m93,Weapons two spaces away get /x damage,두 칸 떨어져있는 무기들에 /x 의 피해를 더합니다,
,m93b,Weapons two spaces away get /x damage this turn,두 칸 떨어져있는 무기들에 /x 의 피해를 더합니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m94,All weapons remove /x from all status effects from all enemies,모든 무기가 모든 적의 상태 효과를 /x 만큼 지웁니다,
,m95,scratch deals /x Damage,긁기를 사용하면 /x 의 피해를 입힙니다,
,m96,Helmets to the right are disabled,오른쪽에 있는 투구가 비활성화됩니다,
,m97,Shields get /x spikes to self,방패를 사용하면 /x 의 가시를 스스로에게 부여합니다,
,m98,Footwears to the right are disabled,오른쪽에 있는 신발이 비활성화됩니다,
,m99,structures beneath this get /x block,아래에 있는 구조물들이 /x 만큼의 방어를 줍니다,
,m100, /x to poison,독에 /x 부여, WARNING: ENGLISH TEXT CHANGED #####################################################
,m100dod, /x to dodge,회피에 /x 부여, WARNING: ENGLISH PLACEHOLDER ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,m100rag, /x to rage,분노에 /x 부여, WARNING: ENGLISH PLACEHOLDER #####################################################
,m101,Adjacent shields get /x spikes to self,사방으로 인접한 방패를 사용하면 /x 의 가시를 스스로에게 부여합니다,
,m102,Adjacent and diagonal consumables get /x healing,팔방으로 인접한 소모품에 /x 의 회복 효과를 부여합니다,
,m103,Weapons in this column get  /x % bonus damage this turn,이 열에 있는 무기들이 /x %의 추가 피해를 입힙니다,
,m103b,Weapons in this column get  /x % bonus damage this combat,이 열에 있는 무기들이 이번 전투에 /x %의 추가 피해를 입힙니다, WARNING: AUTO-TRANSLATION #####################################################
,m104,Wands in this column get /x damage,이 열에 있는 지팡이들이 /x 의 추가 피해를 입힙니다,
,m105,Permanently increase cost by /y mana,마나 소모량이 영구적으로 /y 만큼 증가합니다,
,m106, /x to the energy cost for this combat,이번 전투에서 에너지 사용량을 /x 만큼 증가시킵니다, WARNING: ENGLISH TEXT CHANGED ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
,m107,Decreases the cost of all held carvings to 0 energy,소지한 모든 인각의 에너지 사용량을 0으로 감소시킵니다,
,m108,Remove all held carvings and draw  /x ,가진 모든 인각을 제거하고 /x 뽑기, WARNING: ENGLISH TEXT CHANGED #####################################################
,m109,Banishes a carving from hand,손에 있는 인각을 하나 제거합니다,
,m110,Weapons behind get  /x % bonus damage,뒤에 있는 무기가 /x %의 추가 피해를 입힙니다,
,m110p,Weapons behind get  /x % bonus damage permanently,뒤에 있는 무기가 영구적으로 /x %의 추가 피해를 입힙니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m111,Weapons behind this are used,뒤에 있는 무기들이 사용됩니다, WARNING: ENGLISH TEXT CHANGED #####################################################
,m112,Weapons behind this are destroyed,뒤에 있는 무기들이 파괴됩니다, WARNING: ENGLISH TEXT CHANGED #####################################################
