Category,Key,English,Korean,Notes
,Saw Mill,Saw Mill,제재소,
,Acorn Cap,Acorn Cap,도토리 모자,
,Tape Carving,Tape Carving,테이프 인각,
,Piggy Bang,Piggy Bang,돼지 폭탄통,
,Gardener's Helmet,Gardener's Helmet,원예가의 투구,
,Bolt Carving,Bolt Carving,볼트 인각,
,Mossy Mace,Mossy Mace,이끼 낀 전곤,
,Lucky Carving,Lucky Carving,행운의 인각,
,Shiny Carving,Shiny Carving,빛나는 인각,
,Carving cycler,Carving cycler,인각 사이클러, WARNING: ENGLISH PLACEHOLDER #####################################################
,Die,Dice,주사위,
,rerollCombat,Reroll your combat rewards,전투 보상을 새로 고칩니다,
,mortar,mortar,막자사발,
,Rusty Sword,Rusty Sword,녹슨 검,
,Ballista,Ballista,노포,
,Boo-hoo Buckler,Boo-hoo Buckler,부들부들 버클러,
,Dark Potion,Dark Potion,어둠의 물약,
,Dark Potion1,Use to create a battle,사용 시 전투를 시작합니다,
,Spare Die,Spare Dice,보조 주사위,
,addToRewards,Add to your combat rewards,전투 보상에 추가합니다,
,Spring Gem,Spring Gem,춘석,
,Shortcut Map,Shortcut Map,지름길 지도,
,Shortcut Map1,Use to discover a secret passage!,사용해 비밀 통로를 발견하세요!,
,Alembic,Alembic,증류기,
,Alembic1,Use to duplicate the potion in the space above - for a price,사용해 약간의 값을 지불하고 위에 있는 물약을 복제할 수 있습니다,
,Lizard Blade,Lizard Blade,도마뱀 칼날,
,Lance,Lance,랜스,
,Flame Gem,Flame Gem,화염석,
,Flame Axe,Flame Axe,화염 도끼,
,Fire Staff,Fire Staff,화염 스태프,
,Lily Pad,Lily Pad,연꽃잎,
,Warhorn,Warhorn,전투 나팔,
,Warnhorn1,Use to create a battle,사용 시 전투를 시작합니다,
,Red Pearl,Red Pearl,붉은 진주,
,Violet Energy,Violet Energy,보라색 에너지,
,Overgrown Axe,Overgrown Axe,무성한 도끼,
,Mixed Potion,Mixed Potion,혼합 물약,
,Splitter,Splitter,분배기,
,Splitter1x,Splits charge into two with half the energy,전하를 절반의 에너지 를 가진 전하 두 개로 나눕니다,
,Core,Core,코어,
,Duo Core,Duo Core,듀얼 코어,
,Quad Core,Quad Core,쿼드 코어,
,Spinning Core,Spinning Core,회전 코어,
,Battery,Battery,배터리,
,Rotator,Rotator,회전자,
,Attractor,Attractor,인력기,
,Repulsor,Repulsor,척력기,
,Fiber Optic,Fiber Optic,광섬유,
,Heat Switch,Heat Switch,열기 스위치,
,Windshield Wiper,Windshield Wiper,와이퍼,
,Exposed Wire,Exposed Wire,노출된 전선,
,Cursed Battery,Cursed Battery,저주받은 배터리,
,Flux,Flux,플럭스,
,Robo Buckler,Robo Buckler,로봇 버클러,
,Automatic Hatchet,Automatic Hatchet,자동 도끼,
,Sharp Gear,Sharp Gear,날카로운 기어,
,Steel Gear,Steel Gear,강철 기어,
,Active Gear,Active Gear,액티브 기어,
,Solid Gear,Solid Gear,단단한 기어,
,Solid Gear2,CR-8? CR-8? Crateee!,CR-8? CR-8? 크레이티!,
,Double Gear,Double Gear,더블 기어,
,Big Gear,Big Gear,거대 기어,
,Heat Sink,Heat Sink,히트 싱크,
,Coolant Paste,Coolant Paste,냉각제,
,Director,Director,디렉터,
,Capacitor,Capacitor,콘덴서,
,Ruby Rotator,Ruby Rotator,루비 회전자,
,Sharp Rotator,Sharp Rotator,급회전 회전자,
,Icky Rotator,Icky Rotator,끈적끈적한 회전기,
,Disposable Battery,Disposable Battery,일회용 배터리,
,Double Battery,Double Battery,더블 배터리,
,Circuit Board,Circuit Board,회로판,
,Microchip,Microchip,마이크로칩,
,Switcher,Switcher,스위치 제어 장치,
,Citrine Reverser,Citrine Reverser,황수정 전극기,
,Amplifier,Amplifier,증폭기,
,Booster,Booster,부스터,
,Ray Gun,Ray Gun,광선총,
,Defensive Grid,Defensive Grid,방어 그리드,
,Cup of Oil,Cup of Oil,기름이 든 잔,
,Grape Juice,Grape Juice,포도 주스,
,Wooden Blade,Wooden Blade,나무 칼날,
,Wooden Knife,Wooden Knife,나무 칼,
,Wooden Knife2,"Originally for butter, but dangerous at close range!",원래 버터용이지만 근거리에서는 위험합니다!,
,Reactive Cell,Reactive Cell,반응혈 셀,
,Defensive Cell,Defensive Cell,방어형 셀,
,Destructive Cell,Destructive Cell,파괴형 셀,
,Charger,Charger,충전기,
,Charger1effect,Stores a charge,전하를 저장합니다,
,Charger2effect,Releases charge with twice the stored energy,저장된 에너지 의 두 배를 방출합니다,
,Grinder,Grinder,그라인더,
,Heavy Grinder,Heavy Grinder,중형 그라인더,
,Repeater,Repeater,중계기,
,Repeater1,Destroys charges. Creates a new 1 energy charge for each energy the charge held.,전하를 파괴합니다. 전하가 가지고 있던 에너지 하나마다 1의 에너지를 가진 전하를 하나 생성합니다.,
,Reverser,reverser,전극기,
,Mana Reverser,Mana Reverser,마나 전극기,
,Toggle,Toggle,토글,
,Toggle1x,Toggle is reversed,토글이 전환됩니다,
,Rocket Silo,Rocket Silo,로켓 격납고,
,Bouncer,Bouncer,바운서,
,Piston,Piston,피스톤,
,Vacuum,Vacuum,진공,
,Masonry Tools,Masonry Tools,석공 장비,
,Mechanical Gem,Mechanical Gem,기계 보석,
,Sapphire,Sapphire,사파이어,
,Cloud Sword,Cloud Sword,구름 검,
,Cloud Sword2,It floats and stabs!,둥실둥실 푹!,
,Chipped Sword,Chipped Sword,이 나간 검,
,Crab Cactus,Crab Cactus,게 선인장,
,Vorpal Blade,Vorpal Blade,듬팍한 칼날,
,Vorpal Blade2,It goes snicker-snack!,석쓱쓱덕 휘납니다!,
,Bayou Club,Bayou Club,늪 몽둥이,
,Book of Nightmares,Book of Nightmares,악몽의 책,
,Dew Drop Blade,Dew Drop Blade,이슬방울 칼날,
,Green Candle,Green Candle,녹색 양초,
,Jar Carving,Jar Carving,불쾌한 인각,
,Mask of Secrets,Mask of Secrets,비밀의 가면,
,Ring of Dreams,Ring of Dreams,꿈의 반지,
,Spiky Carving,Spiky Carving,가시의 인각,
,Spiky Hazard,Spiky Hazard,뾰족한 위험, WARNING: ENGLISH PLACEHOLDER #####################################################
,Stump Hazard,Stump Hazard,그루터기 위험, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spiral Lance,Spiral Lance,나선 랜스,
,Thorn Shiv,Thorn Shiv,가시 단도,
,Tree Shield,Tree Shield,나무 방패,
,Vine Wand,Vine Wand,덩굴 방패,
,Venom Sword,Venom Sword,맹독 검,
,Venom Sword2,physician heal thyself,치료자여 본인이나 치료하라,
,Gem of Anna,Gem of Anna,안나의 보석,
,Spare Glasses,Spare Glasses,예비 안경,
,Spare Glasses2,I can't see without my glasses,안경이 없으면 앞이 안 보여요,
,Daisy Blade,Daisy Blade,데이지 블레이드,
,Spoiled Milk,Spoiled Milk,썩은 우유,
,Frog Hat,Frog Hat,개구리 모자,
,Electric Ring,Electric Ring,전기 반지,
,Organized List,Organized List,정리된 목록,
,Flowering Arrow,Flowering Arrow,꽃피는 화살,
,Unstable Mana,Unstable Mana,불안정한 마나,
,Dark Lady's Potion,Dark Lady's Potion,어두운 여인의 물약,
,Dark Lady's Potion2,This potion holds dark secrets,어두운 비밀이 담긴 물약입니다,
,Matchbook,Matchbook,성냥첩,
,Violin,Violin,바이올린,
,Guitar,Guitar,기타,
,Horn,Horn,호른,
,Clarinet,Clarinet,클라리넷,
,Oboe,Oboe,오보에,
,Saxophone,Saxophone,색소폰,
,Toy Piano,Toy Piano,장난감 피아노,
,Triangle,Triangle,트라이앵글,
,Harp,Harp,하프,
,Lute,Lute,류트,
,Classic Guitar,Classic Guitar,클래식 기타,
,Tuning Fork,Tuning Fork,소리굽쇠,
,metronome,metronome,메트로놈,
,Sheet Music,Sheet Music,악보,
,Pouch,Pouch,가방,
,Pouch1,Store things inside! They can't be used though!,안에 물건들을 저장할 수 있습니다! 전투 중에는 열 수 없습니다,
,Cymbals,Cymbals,심벌즈,
,King's Shield,King's Shield,왕의 방패,
,Drum Kit,Drum Kit,드럼 키트,
,Snare Drum,Snare Drum,스네어 드럼,
,Bongos,Bongos,봉고,
,Drum Sticks,Drum Sticks,드럼 스틱,
,Flute,Flute,플루트,
,Robin Family Flute,Robin Family Flute,로빈 가문의 플루트,
,Robin Family Flute1,Take it to the Bramble!,가시덤불에 가져가세요,
,Robin Family Flute2,The Robin Family in the Bird Empire is known for these intricate flutes,로빈 가문은 새 제국에서 정교한 플루트로 유명합니다,
,Tote's Totem,Tote's Totem,토테의 토템,
,Tote's Totem1,Take it to the Enchanted Swamp!,마법의 늪에 가져 가세요,
,Tote's Totem2,She'll trust someone who is carrying this!,이걸 가지고 있으면 그녀의 신뢰를 살 수 있습니다,
,Trumpet,Trumpet,트럼펫,
,Toad's Hammer,Toad's Hammer,두꺼비의 망치,
,Claw Hammer,Claw Hammer,손톱 망치,
,Ball Hammer,Ball Hammer,공 망치,
,Gerbil Hammer,Gerbil Hammer,게르빌루스 망치,
,Crow Hammer,Crow Hammer,까마귀 망치,
,Crow Hammer2,"This song must not cease, as like treasure it controls this world",보물처럼 세상을 움직이는 이 노래는 멈춰서는 안 된다,
,Flame Hammer,Flame Hammer,화염 망치,
,Monad's Mjolnir,Monad's Mjolnir,단자의 묠니르,
,Monad's Mjolnir2,In that chamber they both changed,그 방에서 그 둘은 바뀌었다,
,Tinner's Hammer,Tinner's Hammer,광부의 망치,
,Warhammer,Warhammer,워해머,
,Column Chain Star,Column Chain Star,열 사슬 표창,
,Row Chain Star,Row Chain Star,행 사슬 표창,
,Love Potion,Love Potion,사랑의 물약,
,Love Potion2,"O Romemole, Romemole, wherefore art thou Romemole?","오 로미오, 로미오, 당신은 어디에 있나요, 로미오?",
,Feather Shiv,Feather Shiv,깃털 단도,
,Talon Shiv,Talon Shiv,발톱 단도,
,Throwing Star,Throwing Star,표창,
,Robin's Bow,Robin's Bow,울새의 활,
,Scythe,Scythe,낫,
,Winged Helmet,Winged Helmet,날개 달린 투구,
,sai,sai ,sai , WARNING: ENGLISH PLACEHOLDER #####################################################
,Bird Arrow,Bird Arrow,새 화살,
,Talon Boots,Talon Boots,발톱 신발,
,Climbing Glove Left,Climbing Glove Left,왼쪽 등반 장갑,
,Climbing Glove Right,Climbing Glove Right,오른쪽 등반 장갑,
,Feather Armor,Feather Armor,깃털 갑옷,
,Musical Gem,Musical Gem,음악의 보석,
,Copy Star,Copy Star,모방 표창,
,Fire Star,Fire Star,화염 표창,
,Golden Shuriken,Golden Star,황금 표창,
,Ninja Shuriken,Ninja Star,닌자 표창,
,Poison Shuriken,Poison Star,독 표창,
,Stacking Star,Stacking Star,중첩의 표창,
,Bag of Shurikens,Bag of Shurikens,표창 가방,
,Magic Star Bag,Magic Star Bag,마법 표창 가방,
,Ninja Bag,Ninja Bag,닌자 가방,
,Shuriken Forge,Shuriken Forge,표창 제련소,
,Velvet Bag,Velvet Bag,벨벳 가방,
,Lucky Star,Lucky Star,럭키 스타,
,Alpha Shuriken,Alpha Star,알파 스타,
,Vermillion Energy,Vermilion Energy,주홍색 에너지,
,Dad's Ring,Dad's Ring,아빠의 반지,
,Robin's Wand,Robin's Wand,울새의 지팡이,
,Wing Crest Shield,Wing Crest Shield,날개 문양 방패,
,Pumpkin,Pumpkin,호박,
,Candy,Candy,사탕,
,Candy Pail,Candy Pail,사탕 통,
,Candy Pail1,Can only hold Scary items!,무서운 아이템만 보관할 수 있습니다!,
,Fangs,Fangs,송곳니,
,Candy Corn,Candy Corn,옥수수 사탕,
,Candy Corn Blade,Candy Corn Blade,옥수수 사탕 검,
,Horns,Horns,뿔,
,Toy Machete,Toy Machete,장난감 마체테,
,Candy Apple,Candy Apple,사탕사과,
,Aged Shield,Aged Shield,오래된 방패,
,Apprentice Staff,Apprentice Staff,견습 스태프,
,Spellblade's Ring,Spellblade's Ring,마검 반지,
,Battle Ring,Battle Ring,전투의 반지,
,Warrior's Ring,Warrior's Ring,용사의 반지,
,Fire Arrow,Fire Arrow,불화살,
,Pins Buckler,Pins Buckler,핀 버클러,
,Pins Buckler2,"What is your pleasure, sir?",당신의 취향은 무엇입니까?,
,Hockey Mask,Hockey Mask,하키 마스크,
,Hockey Mask2,Found at the bottom of a campside lake,캠프장 강가에서 발견됩니다,
,Dark Wand,Dark Wand,어둠의 지팡이,
,Marching Whistle,Marching Whistle,행군 호루라기,
,Golden Whistle,Golden Whistle,황금 호루라기,
,Leadership Whistle,Leadership Whistle,리더쉽 호루라기,
,Tasty Morsel,Tasty Morsel,맛있는 음식,
,Revive Potion,Revive Potion,부활의 물약,
,Big Revive Potion,Big Revive Potion,중형 부활의 물약,
,Huge Revive Potion,Huge Revive Potion,대형 부활의 물약,
,Effigy,Effigy,인형,
,Bolas,Bolas,볼라,
,Grapple,Grapple,갈고리,
,Spirit Book,Spirit Book,영혼의 책,
,Dark Collar,Dark Collar,어둠의 목줄,
,Tattered Collar,Tattered Collar,만신창이 목걸이,
,Tattered Collar2,These claws don't retract,이 발톱은 숨길 수 없습니다,
,Protector stone,Protector stone,파수석,
,Wild Buckler,Wild Buckler,거친 버클러,
,Tribal Dart Gun,Tribal Dart Gun,부족 침 발사기,
,Dart Gun,Dart Gun,침 발사기,
,Darts,Darts,침,
,Golden Darts,Golden Darts,황금 침,
,Poison Darts,Poison Darts,독 침,
,Friendship Ring,Friendship Ring,우정의 반지,
,Hand Axe,Hand Axe,손도끼,
,Poultice,Poultice,찜질제,
,Sacrificial Dagger,Sacrificial Dagger,희생용 단검,
,Totem,Totem,토템,
,Tribal Axe,Tribal Axe,부족 도끼,
,Tribal Spear,Tribal Spear,부족 창,
,Candy Cane Blade,Candy Cane Blade,지팡이 사탕 검,
,Mistletoe,Mistletoe,겨우살이,
,Bells,Bells,종,
,Winter Hat,Winter Hat,겨울 모자,
,Unity Candles,Unity Candles,통합 양초,
,Holly,Holly,호랑가시나무,
,Tinsel,Tinsel,반짝이,
,Tinsel2,A festive attitude is the best defense,활기찬 축제 분위기가 최고의 방어입니다,
,Spinning Top,Spinning Top,팽이,
,Gingerbread Rat,Gingerbread Rat,진저브레드 쥐,
,Ornament,Ornament,오너먼트,
,Winter Headband,Winter Headband,겨울 머리띠,
,Present1,Keep it until you find someone who needs a gift!,선물이 필요한 누군가를 찾기 전까지 가지고 계세요!,
,Ace Cleaver,Ace Cleaver,에이스 중식도,
,Heart Cleaver,Heart Cleaver,하트 중식도,
,Club Cleaver,Club Cleaver,클럽 중식도,
,Diamond Cleaver,Diamond Cleaver,다이아몬드 중식도,
,Spade Cleaver,Spade Cleaver,스페이드 중식도,
,Ember Shard,Ember Shard,불 조각,
,Ember Shard2,"He will win, who knows when to fight and when to not fight",싸움을 걸 때를 잘 아는 사람이 이길 것입니다.,
,Salami,Salami,살라미,
,Shove Shield,Shove Shield,삽방패,
,Bee Sting Blade,Bee Sting Blade,벌침 검,
,Panic Ring,Panic Ring,패닉 반지,
,Cutting Board,Cutting Board,도마,
,Life Force Necklace,Life Force Necklace,생명의 목걸이,
,Greaves,Greaves,정강이받이,
,Swamp Buckler,Swamp Buckler,늪 버클러,
,Amethyste Buckler,Amethyst Buckler,자수정 버클러,
,Fire Wand,Fire Wand,화염 지팡이,
,Metallic Mask,Metallic Mask,철가면,
,Top Hat,Top Hat,탑 햇,
,Flowers,Flowers,꽃다발,
,Electric Guitar,Electric Guitar,일렉트릭 기타,
,Test Item,testItem2,testItem2testItem2,
,Test Item1,yah yah food block population treasure material,야 야 식량 블록 인구 보물 재료,
,Green Heart,Green Heart,초록 심장,
,Despair,Despair,절망,
,Willow Shield,Willow Shield,버드나무 방패,
,Druid Staff,Druid Staff,드루이드 스태프,
,Druid Wand,Druid Wand,드루이드 지팡이,
,Lifeforce Wand,Lifeforce Wand,생명력 지팡이,
,Energy Stick,Energy Stick,에너지 스틱,
,Reeds,Reeds,갈대,
,Illusory Tape,Illusory Tape,현혹의 테이프,
,Bone Lance,Bone Lance,뼈 랜스,
,Swamp Bangle,Swamp Bangle,늪 팔찌,
,Daughter's Blade,Daughter's Blade,딸의 칼날,
,Mother's Blade,Mother's Blade,어머니의 칼날,
,Magic Syrup,Magic Syrup,마법 시럽,
,Propagate Jar,Propagate Jar,전파 용기,
,Propagation Station,Propagation Station,전파소,
,Unstable Sword,Unstable Sword,불안정한 검,
,Enoki Mushrooms,Enoki Mushrooms,팽이버섯,
,Shiitake Mushroom,Shiitake Mushroom,표고버섯,
,Amanita Mushroom,Amanita Mushroom,광대버섯,
,Briar Dagger,Briar Dagger,들장미 단검,
,Distiller,Distiller,증류기,
,Oak Stump,Oak Stump,참나무 그루터기,
,Gem Carving,Gem Carving,보석 인각,
,Love Letter,Love Letter,러브레터,
,Love Letter2,There are things within this letter that you could never repeat.,다시는 되돌릴 수 없는 내용이 담긴 편지입니다.,
,Lover's Reply,Lover's Reply,연인의 답장,
,Lover's Reply2,This letter is even worse! Wow! Squirreliette!,이 편지는 더 심합니다! 와! 스쿼럴리엣이네요!,
,Lover's Proposal,Lover's Proposal,연인의 프러포즈,
,Lover's Proposal2,"After the last two, you aren't even looking this time!",지난 편지를 봤더니 보고 싶지도 않습니다!,
,lovers' quarrel,lovers' quarrel,연인의 다툼,
,Banner Shield,Banner Shield,배너 방패,
,Pinecone,Pinecone,솔방울,
,Flow Bow,Flow Bow,흐르는 활,
,Rose Arrow,Rose Arrow,장미 화살,
,Sister Spear,Sister Spear,자매 창,
,Toadstool Sword,Toadstool Sword,두꺼비 검,
,Ethereal Quiver,Ethereal Quiver,천상의 화살통,
,Crystal Sap,Crystal Sap,수정 수액,
,Gem Sap,Gem Sap,보석 수액,
,Root Sap,Root Sap,뿌리 수액,
,Mushroom Axe,Mushroom Axe,버섯 도끼,
,Mushroom Wand,Mushroom Wand,버섯 지팡이,
,Chanterelle,Chanterelle,꾀꼬리버섯, WARNING: ENGLISH PLACEHOLDER #####################################################
,Spirit Bolt,Spirit Bolt,스피릿 볼트,
,Mossy Brick,Mossy Brick,이끼 낀 벽돌,
,Oak Hatchet,Oak Hatchet,참나무 손도끼,
,Cosmic Crossbow,Cosmic Crossbow,우주 쇠뇌,
,Quick Read,Quick Read,속독,
,Daughter's Diary,Daughter's Diary,딸의 일기,
,Daughter's Diary2,It's personal,개인적인 내용입니다,
,Dark Ledger,Dark Ledger,어둠의 장부,
,Crystal Dragonfly,Crystal Dragonfly,수정 잠자리,
,Red Hourglass,Red Hourglass,빨간색 모래시계,
,Reverse Hourglass,Reverse Hourglass,반대 모래시계,
,Reverse Hourglass1,"If your hand is empty, draw a new carving",손이 비었다면 새 인각을 얻습니다,
,Cracked Bottle,Cracked Bottle,깨진 병,
,Cracked Bottle1,Toss adds additional damage for each carving in your backpack,토스가 가방에 있는 인각 하나마다 추가 피해를 입힙니다.,
